Name,Country,BirthDate
Artist_1391,France,1999-03-15
Artist_1392,Canada,1985-05-04
Artist_1393,France,1977-06-04
Artist_1394,Germany,1966-12-05
Artist_1395,United States,2001-11-12
Artist_1396,Australia,1988-12-23
Artist_1397,United Kingdom,1971-08-09
Artist_1398,Australia,1989-10-14
Artist_1399,France,1985-10-18
Artist_1400,Germany,1988-09-11
Artist_1401,United Kingdom,1970-09-24
Artist_1402,United Kingdom,2004-03-27
Artist_1403,France,1984-03-26
Artist_1404,Canada,1994-09-07
Artist_1405,United Kingdom,1990-05-10
Artist_1406,United States,1993-10-30
Artist_1407,France,1996-11-05
Artist_1408,Germany,1977-03-17
Artist_1409,France,1980-03-09
Artist_1410,Canada,1981-09-10
Artist_1411,United States,1968-07-02
Artist_1412,United Kingdom,1988-09-16
Artist_1413,Australia,1988-07-16
Artist_1414,United Kingdom,1978-02-05
Artist_1415,France,1998-05-06
Artist_1416,Australia,1996-03-16
Artist_1417,United States,1972-07-26
Artist_1418,Australia,1979-06-20
Artist_1419,United States,1981-03-12
Artist_1420,Australia,1996-10-05
Artist_1421,France,1988-11-20
Artist_1422,France,1971-03-21
Artist_1423,Canada,1986-01-02
Artist_1424,United Kingdom,1969-05-09
Artist_1425,Germany,1978-01-26
Artist_1426,Australia,1971-07-03
Artist_1427,France,1968-09-03
Artist_1428,United Kingdom,2000-05-07
Artist_1429,France,1977-08-12
Artist_1430,Australia,1978-10-06
Artist_1431,Australia,1966-04-20
Artist_1432,United Kingdom,1976-07-22
Artist_1433,Canada,1997-04-03
Artist_1434,Canada,1975-01-31
Artist_1435,United States,1973-06-23
Artist_1436,Canada,1995-09-21
Artist_1437,Germany,1980-02-10
Artist_1438,Australia,1979-01-05
Artist_1439,Canada,1972-07-24
Artist_1440,Germany,2001-04-10
Artist_1441,Canada,2001-05-01
Artist_1442,France,1996-05-12
Artist_1443,France,2003-04-01
Artist_1444,Canada,2001-06-09
Artist_1445,United States,1972-09-20
Artist_1446,Germany,1979-07-09
Artist_1447,Germany,1995-05-24
Artist_1448,United Kingdom,1989-07-11
Artist_1449,Germany,1967-01-02
Artist_1450,France,2000-09-07
Artist_1451,Australia,1993-08-29
Artist_1452,Canada,1978-12-08
Artist_1453,France,1994-03-03
Artist_1454,Canada,1969-08-21
Artist_1455,United States,2003-11-28
Artist_1456,United Kingdom,1985-01-24
Artist_1457,Germany,1965-09-05
Artist_1458,Australia,1993-07-15
Artist_1459,Australia,1974-01-31
Artist_1460,Australia,1989-12-17
Artist_1461,United States,1979-01-27
Artist_1462,United Kingdom,1999-07-22
Artist_1463,Canada,1986-04-01
Artist_1464,Canada,1996-08-27
Artist_1465,Australia,1983-03-11
Artist_1466,Germany,1973-04-13
Artist_1467,France,2000-07-13
Artist_1468,United States,1981-12-30
Artist_1469,United Kingdom,1992-12-25
Artist_1470,United Kingdom,1982-10-20
Artist_1471,United Kingdom,1970-11-02
Artist_1472,Australia,1983-01-15
Artist_1473,United Kingdom,1967-01-23
Artist_1474,France,1989-04-07
Artist_1475,Australia,1965-01-21
Artist_1476,Canada,2001-09-10
Artist_1477,Canada,1976-02-21
Artist_1478,France,2000-01-26
Artist_1479,Australia,1966-01-27
Artist_1480,United Kingdom,1977-03-16
Artist_1481,Germany,1973-01-30
Artist_1482,United States,1985-11-22
Artist_1483,Germany,1996-03-22
Artist_1484,Canada,1967-07-09
Artist_1485,Germany,1981-09-29
Artist_1486,Australia,2000-02-25
Artist_1487,United Kingdom,1975-12-28
Artist_1488,France,1974-10-27
Artist_1489,Germany,1987-10-04
Artist_1490,Canada,1991-02-24
Artist_1491,Germany,1969-05-12
Artist_1492,Canada,2002-04-24
Artist_1493,France,1996-02-08
Artist_1494,Germany,2003-12-18
Artist_1495,France,2004-08-21
Artist_1496,Germany,1999-10-14
Artist_1497,United States,2000-11-13
Artist_1498,United States,1969-03-17
Artist_1499,United Kingdom,2000-08-05
Artist_1500,United Kingdom,1975-09-29
Artist_1501,Australia,1969-02-05
Artist_1502,Australia,1967-08-17
Artist_1503,Australia,1967-09-02
Artist_1504,Germany,1980-12-18
Artist_1505,Germany,1968-08-20
Artist_1506,United Kingdom,1992-08-12
Artist_1507,Australia,1984-11-09
Artist_1508,Germany,1988-11-29
Artist_1509,United Kingdom,2002-09-27
Artist_1510,United Kingdom,1978-11-21
Artist_1511,Germany,1987-06-02
Artist_1512,Germany,2002-10-21
Artist_1513,France,1980-03-24
Artist_1514,Canada,2004-10-02
Artist_1515,United Kingdom,1970-11-26
Artist_1516,United States,1998-02-23
Artist_1517,United States,1980-08-11
Artist_1518,United States,1980-07-15
Artist_1519,United Kingdom,2004-04-04
Artist_1520,United States,1987-09-02
Artist_1521,France,1979-05-24
Artist_1522,United Kingdom,1966-07-03
Artist_1523,Australia,1999-02-06
Artist_1524,United Kingdom,1977-02-20
Artist_1525,United States,1974-01-15
Artist_1526,Canada,1994-03-11
Artist_1527,Canada,2003-07-05
Artist_1528,United States,2001-05-01
Artist_1529,France,1968-05-19
Artist_1530,France,2004-04-24
Artist_1531,Germany,2003-06-08
Artist_1532,Australia,1988-08-02
Artist_1533,Germany,1974-11-23
Artist_1534,France,1986-12-22
Artist_1535,France,1968-02-03
Artist_1536,United Kingdom,1987-05-13
Artist_1537,Australia,1971-05-08
Artist_1538,Canada,1984-01-27
Artist_1539,Australia,1979-01-08
Artist_1540,Germany,2001-01-08
Artist_1541,United States,2002-07-18
Artist_1542,United Kingdom,2004-09-18
Artist_1543,Germany,2004-03-05
Artist_1544,Canada,2002-06-29
Artist_1545,Canada,1980-02-24
Artist_1546,United Kingdom,1966-10-18
Artist_1547,France,1987-09-18
Artist_1548,Canada,1996-03-09
Artist_1549,Canada,1977-11-24
Artist_1550,United Kingdom,1976-08-18
Artist_1551,United States,1985-07-10
Artist_1552,Australia,1986-12-01
Artist_1553,Canada,1986-03-20
Artist_1554,Australia,1989-08-01
Artist_1555,Australia,2003-08-29
Artist_1556,United Kingdom,1972-01-12
Artist_1557,France,1997-09-06
Artist_1558,Canada,1985-11-06
Artist_1559,France,1981-04-02
Artist_1560,Australia,1980-08-18
Artist_1561,United States,1989-07-26
Artist_1562,United States,1983-06-17
Artist_1563,France,1979-05-07
Artist_1564,Canada,1978-04-21
Artist_1565,France,1974-01-31
Artist_1566,United Kingdom,2003-08-25
Artist_1567,Australia,1976-07-29
Artist_1568,Australia,1990-04-11
Artist_1569,Australia,1976-03-14
Artist_1570,United Kingdom,2004-10-23
Artist_1571,Canada,1972-06-15
Artist_1572,Australia,2001-06-15
Artist_1573,Germany,1998-12-12
Artist_1574,Germany,2002-05-30
Artist_1575,Australia,1968-09-04
Artist_1576,United States,1976-06-13
Artist_1577,France,1975-12-20
Artist_1578,France,1975-08-13
Artist_1579,Germany,1974-01-30
Artist_1580,Australia,1997-07-27
Artist_1581,United States,1977-10-03
Artist_1582,Canada,1980-03-05
Artist_1583,United Kingdom,1997-06-22
Artist_1584,Canada,2000-10-05
Artist_1585,Canada,1965-04-30
Artist_1586,United Kingdom,1995-04-28
Artist_1587,Canada,1985-12-12
Artist_1588,United Kingdom,1998-08-12
Artist_1589,Canada,1982-12-16
Artist_1590,Australia,1997-03-25
Artist_1591,Australia,1985-09-09
Artist_1592,United Kingdom,1981-07-28
Artist_1593,France,1995-12-25
Artist_1594,Australia,1991-05-09
Artist_1595,Australia,1988-12-14
Artist_1596,Germany,1966-05-08
Artist_1597,Canada,2004-02-14
Artist_1598,Australia,1986-08-26
Artist_1599,United Kingdom,1980-08-20
Artist_1600,Canada,1995-01-08
Artist_1601,Canada,1969-10-20
Artist_1602,France,1998-08-18
Artist_1603,Australia,2000-02-04
Artist_1604,Canada,1992-03-29
Artist_1605,France,1989-07-03
Artist_1606,Australia,1985-02-21
Artist_1607,Canada,1973-11-26
Artist_1608,United Kingdom,1970-12-24
Artist_1609,France,1987-03-06
Artist_1610,France,1974-05-19
Artist_1611,United Kingdom,1974-04-27
Artist_1612,United Kingdom,2003-10-25
Artist_1613,United States,2000-11-08
Artist_1614,Australia,1971-12-27
Artist_1615,Canada,1994-02-08
Artist_1616,Australia,1968-02-10
Artist_1617,Germany,2003-11-11
Artist_1618,Canada,1974-07-01
Artist_1619,Canada,1973-05-17
Artist_1620,Germany,2001-05-08
Artist_1621,Australia,2004-05-12
Artist_1622,Canada,1990-07-16
Artist_1623,France,1971-11-13
Artist_1624,Canada,1992-06-26
Artist_1625,Canada,1973-10-24
Artist_1626,Canada,1998-07-18
Artist_1627,Germany,1993-04-06
Artist_1628,United States,1967-06-20
Artist_1629,Canada,1967-11-13
Artist_1630,United States,1966-04-03
Artist_1631,Canada,1994-12-26
Artist_1632,United Kingdom,1974-07-27
Artist_1633,United States,1998-09-20
Artist_1634,France,1993-04-22
Artist_1635,United States,1985-12-05
Artist_1636,France,1981-09-18
Artist_1637,United States,1992-11-19
Artist_1638,United Kingdom,1986-02-27
Artist_1639,France,1988-06-16
Artist_1640,Germany,1970-07-22
Artist_1641,Australia,1981-12-08
Artist_1642,Germany,1996-01-25
Artist_1643,France,1987-10-09
Artist_1644,Germany,1972-10-03
Artist_1645,Australia,1985-03-30
Artist_1646,France,1971-11-21
Artist_1647,France,1996-04-22
Artist_1648,France,1986-01-31
Artist_1649,Germany,1986-08-11
Artist_1650,United Kingdom,1998-05-23
Artist_1651,United Kingdom,1974-12-20
Artist_1652,Canada,1966-04-14
Artist_1653,Germany,1979-03-01
Artist_1654,United Kingdom,1992-03-04
Artist_1655,France,1965-04-15
Artist_1656,Germany,1998-04-13
Artist_1657,Canada,1987-09-27
Artist_1658,France,1981-08-01
Artist_1659,Germany,1993-06-26
Artist_1660,Australia,1967-10-09
Artist_1661,United Kingdom,1978-12-16
Artist_1662,United Kingdom,1979-05-18
Artist_1663,Canada,1990-04-30
Artist_1664,United Kingdom,1991-06-30
Artist_1665,Canada,1985-11-15
Artist_1666,Germany,2000-12-18
Artist_1667,United Kingdom,2003-12-18
Artist_1668,United Kingdom,1975-10-25
Artist_1669,United States,2000-05-31
Artist_1670,Germany,1976-11-18
Artist_1671,Canada,1982-06-18
Artist_1672,France,1975-07-30
Artist_1673,United States,1989-02-09
Artist_1674,Germany,1985-10-13
Artist_1675,France,1966-07-14
Artist_1676,United States,1967-03-04
Artist_1677,United Kingdom,1985-07-10
Artist_1678,Canada,1981-04-09
Artist_1679,Australia,1986-06-15
Artist_1680,Australia,1968-12-06
Artist_1681,Germany,1985-02-13
Artist_1682,France,1973-03-29
Artist_1683,United States,1972-05-30
Artist_1684,United Kingdom,1992-05-18
Artist_1685,Australia,1998-12-04
Artist_1686,United States,2000-12-02
Artist_1687,Germany,1969-11-14
Artist_1688,United Kingdom,1990-11-10
Artist_1689,Canada,1994-01-05
Artist_1690,Australia,1990-10-28
Artist_1691,United States,1994-04-19
Artist_1692,United Kingdom,1993-01-29
Artist_1693,United Kingdom,1991-05-03
Artist_1694,United States,1972-05-16
Artist_1695,France,2000-05-04
Artist_1696,Germany,1992-05-21
Artist_1697,United States,1999-07-05
Artist_1698,France,1981-09-25
Artist_1699,Germany,1980-04-22
Artist_1700,United States,1985-11-20
Artist_1701,Canada,1995-12-23
Artist_1702,Germany,1988-06-25
Artist_1703,Australia,1980-05-19
Artist_1704,United States,1977-02-23
Artist_1705,Australia,1972-07-25
Artist_1706,United States,1997-02-06
Artist_1707,Canada,1984-01-23
Artist_1708,Australia,1976-12-04
Artist_1709,Germany,2001-01-12
Artist_1710,France,1993-08-24
Artist_1711,France,1984-05-03
Artist_1712,United Kingdom,1998-05-07
Artist_1713,Canada,2002-09-23
Artist_1714,Germany,2003-12-16
Artist_1715,United Kingdom,1984-11-21
Artist_1716,Germany,1968-12-25
Artist_1717,Canada,1982-04-02
Artist_1718,Canada,1969-03-02
Artist_1719,United States,1976-05-31
Artist_1720,United States,1984-05-11
Artist_1721,United States,1977-12-23
Artist_1722,Australia,1981-06-19
Artist_1723,Germany,1981-01-27
Artist_1724,United States,1986-09-05
Artist_1725,Germany,1997-08-23
Artist_1726,United Kingdom,1994-09-16
Artist_1727,France,1989-01-21
Artist_1728,France,1999-09-18
Artist_1729,Australia,1981-03-05
Artist_1730,Australia,1985-10-15
Artist_1731,United States,2000-11-10
Artist_1732,United Kingdom,1982-12-13
Artist_1733,Australia,2000-07-13
Artist_1734,Germany,1999-08-30
Artist_1735,United States,2001-02-07
Artist_1736,Germany,1975-11-19
Artist_1737,United Kingdom,1991-07-17
Artist_1738,Germany,1992-10-17
Artist_1739,United States,1972-01-15
Artist_1740,Canada,1970-02-13
Artist_1741,Germany,2002-11-28
Artist_1742,United States,1988-05-26
Artist_1743,United Kingdom,1985-08-18
Artist_1744,Australia,1980-01-22
Artist_1745,Germany,2002-08-24
Artist_1746,France,1970-01-20
Artist_1747,Germany,1972-09-30
Artist_1748,France,1986-09-17
Artist_1749,Australia,1984-07-21
Artist_1750,France,1987-09-19
Artist_1751,Canada,1973-10-01
Artist_1752,Canada,1981-10-23
Artist_1753,Canada,1989-12-28
Artist_1754,France,1969-12-15
Artist_1755,Australia,2004-09-14
Artist_1756,Germany,1977-11-07
Artist_1757,United Kingdom,2002-10-18
Artist_1758,United Kingdom,1984-09-09
Artist_1759,United Kingdom,1972-03-05
Artist_1760,United States,1968-01-28
Artist_1761,United States,1966-07-18
Artist_1762,United States,1992-05-27
Artist_1763,United Kingdom,1979-08-31
Artist_1764,Canada,1971-04-15
Artist_1765,United States,1965-04-08
Artist_1766,Germany,1972-09-05
Artist_1767,France,1988-09-26
Artist_1768,United Kingdom,1967-03-11
Artist_1769,United Kingdom,1985-02-07
Artist_1770,United States,1977-11-09
Artist_1771,Australia,2001-02-19
Artist_1772,Canada,1980-10-18
Artist_1773,Australia,1998-03-30
Artist_1774,United States,1968-03-16
Artist_1775,Australia,1992-04-08
Artist_1776,Canada,1975-03-17
Artist_1777,Australia,1990-06-01
Artist_1778,France,2000-02-24
Artist_1779,United Kingdom,1998-10-06
Artist_1780,United Kingdom,1994-01-04
Artist_1781,France,1984-08-02
Artist_1782,Canada,1997-07-21
Artist_1783,Canada,1968-07-11
Artist_1784,United Kingdom,1979-11-16
Artist_1785,Germany,1998-02-11
Artist_1786,France,1978-03-10
Artist_1787,Canada,1996-10-14
Artist_1788,United Kingdom,2004-02-16
Artist_1789,Canada,1985-05-15
Artist_1790,Germany,1965-06-15
Artist_1791,Australia,1991-01-04
Artist_1792,United Kingdom,1983-07-30
Artist_1793,United Kingdom,1971-10-20
Artist_1794,Australia,1965-12-13
Artist_1795,Canada,2003-03-12
Artist_1796,United Kingdom,1994-07-19
Artist_1797,Australia,2000-08-06
Artist_1798,France,1972-08-04
Artist_1799,United Kingdom,1976-04-24
Artist_1800,United Kingdom,1985-09-07
Artist_1801,United Kingdom,1999-03-23
Artist_1802,United Kingdom,1990-01-08
Artist_1803,Australia,1988-03-04
Artist_1804,Canada,1979-10-05
Artist_1805,United Kingdom,1993-11-17
Artist_1806,United Kingdom,1998-09-20
Artist_1807,France,2003-12-20
Artist_1808,France,1978-08-24
Artist_1809,France,1977-09-20
Artist_1810,Germany,1966-06-13
Artist_1811,France,1999-02-16
Artist_1812,United States,1993-06-23
Artist_1813,France,1973-09-17
Artist_1814,France,1987-12-09
Artist_1815,France,1994-12-09
Artist_1816,Canada,1975-12-23
Artist_1817,United States,1977-02-18
Artist_1818,Australia,2000-01-11
Artist_1819,Germany,1974-08-28
Artist_1820,Germany,1990-04-26
Artist_1821,United States,1970-12-10
Artist_1822,United Kingdom,1984-12-15
Artist_1823,United States,1992-11-19
Artist_1824,United States,1996-05-08
Artist_1825,France,1968-03-23
Artist_1826,United Kingdom,1985-05-05
Artist_1827,France,1971-06-29
Artist_1828,Australia,1974-07-01
Artist_1829,United Kingdom,1980-05-03
Artist_1830,France,1969-05-06
Artist_1831,Canada,1982-03-09
Artist_1832,United Kingdom,1987-06-02
Artist_1833,Germany,1999-10-20
Artist_1834,Germany,1989-04-09
Artist_1835,United Kingdom,2004-10-29
Artist_1836,Canada,1984-07-13
Artist_1837,Germany,1975-03-29
Artist_1838,Germany,1972-01-24
Artist_1839,United Kingdom,1977-08-29
Artist_1840,Germany,2004-02-29
Artist_1841,United States,1982-06-27
Artist_1842,Australia,1991-01-14
Artist_1843,United Kingdom,1987-05-07
Artist_1844,Germany,1990-04-30
Artist_1845,United States,2001-08-27
Artist_1846,United Kingdom,1972-10-13
Artist_1847,United Kingdom,1983-11-22
Artist_1848,Canada,1980-05-27
Artist_1849,Canada,2002-03-08
Artist_1850,France,1976-10-11
Artist_1851,Germany,1993-11-07
Artist_1852,France,1993-08-02
Artist_1853,United Kingdom,1988-06-10
Artist_1854,United Kingdom,1971-06-07
Artist_1855,Australia,1972-07-30
Artist_1856,Canada,1986-02-10
Artist_1857,United States,1972-02-10
Artist_1858,Canada,1970-05-28
Artist_1859,Canada,1992-09-06
Artist_1860,United States,1975-04-16
Artist_1861,France,1995-07-04
Artist_1862,Australia,1993-04-14
Artist_1863,Australia,1988-04-30
Artist_1864,Germany,1970-02-02
Artist_1865,United States,1968-09-24
Artist_1866,France,1985-08-20
Artist_1867,United States,1967-01-22
Artist_1868,Canada,1988-10-16
Artist_1869,United States,1999-10-16
Artist_1870,France,1967-03-25
Artist_1871,United States,1984-11-05
Artist_1872,Australia,1995-11-08
Artist_1873,Canada,1982-03-24
Artist_1874,France,1973-02-10
Artist_1875,United Kingdom,1987-11-02
Artist_1876,France,1994-02-23
Artist_1877,United States,1983-01-22
Artist_1878,United Kingdom,1987-04-29
Artist_1879,United States,1978-03-07
Artist_1880,Australia,1975-01-23
Artist_1881,Canada,1985-09-12
Artist_1882,United Kingdom,1970-12-02
Artist_1883,United States,1999-08-17
Artist_1884,Canada,1979-10-08
Artist_1885,Germany,1978-02-16
Artist_1886,Canada,1970-01-25
Artist_1887,France,1997-12-23
Artist_1888,France,1991-01-09
Artist_1889,United Kingdom,1981-04-03
Artist_1890,Germany,2003-02-18
Artist_1891,Australia,1984-03-01
Artist_1892,United Kingdom,1996-07-03
Artist_1893,United States,2000-04-17
Artist_1894,Canada,1986-04-01
Artist_1895,France,1991-02-11
Artist_1896,Canada,1991-06-21
Artist_1897,United States,1976-02-26
Artist_1898,United States,1991-12-20
Artist_1899,Canada,1984-06-11
Artist_1900,Germany,1975-02-03
Artist_1901,Canada,1971-08-30
Artist_1902,United Kingdom,1990-03-27
Artist_1903,France,1978-07-27
Artist_1904,United Kingdom,1983-04-02
Artist_1905,United States,1986-09-13
Artist_1906,Germany,2002-06-28
Artist_1907,United States,2001-09-26
Artist_1908,Canada,1973-01-24
Artist_1909,Canada,1967-01-14
Artist_1910,Canada,1996-03-30
Artist_1911,Germany,1984-03-21
Artist_1912,Canada,1998-01-01
Artist_1913,United States,1994-08-08
Artist_1914,United Kingdom,1973-04-30
Artist_1915,United Kingdom,1979-11-27
Artist_1916,United Kingdom,1974-02-02
Artist_1917,Germany,1965-03-13
Artist_1918,United Kingdom,2003-08-14
Artist_1919,Australia,2002-04-11
Artist_1920,Canada,1997-05-22
Artist_1921,Germany,1984-08-24
Artist_1922,United Kingdom,1982-01-25
Artist_1923,United Kingdom,1996-04-04
Artist_1924,United States,1967-05-25
Artist_1925,Australia,1981-10-30
Artist_1926,Canada,1974-05-18
Artist_1927,United States,1993-12-15
Artist_1928,Canada,1979-10-05
Artist_1929,Canada,1970-11-10
Artist_1930,France,1998-10-29
Artist_1931,Germany,1993-10-19
Artist_1932,Germany,2001-02-15
Artist_1933,Australia,2003-12-30
Artist_1934,France,2002-07-13
Artist_1935,Australia,1971-04-20
Artist_1936,Canada,1995-01-12
Artist_1937,France,1975-12-18
Artist_1938,Australia,1968-05-06
Artist_1939,United States,1967-10-24
Artist_1940,France,2002-12-17
Artist_1941,United States,1965-09-21
Artist_1942,United Kingdom,1987-04-29
Artist_1943,United Kingdom,1980-03-31
Artist_1944,Australia,1992-01-06
Artist_1945,United Kingdom,1990-02-23
Artist_1946,Canada,1967-01-03
Artist_1947,Canada,1973-02-09
Artist_1948,Germany,1979-11-30
Artist_1949,Canada,1974-12-27
Artist_1950,United Kingdom,2001-01-03
Artist_1951,France,1999-09-22
Artist_1952,United States,2002-06-17
Artist_1953,Canada,1971-04-04
Artist_1954,Canada,1992-05-07
Artist_1955,Germany,1992-03-19
Artist_1956,United Kingdom,1990-07-24
Artist_1957,Germany,1982-01-12
Artist_1958,United Kingdom,1987-06-22
Artist_1959,France,1999-01-18
Artist_1960,Canada,1986-06-04
Artist_1961,Australia,1992-06-02
Artist_1962,Australia,1978-10-15
Artist_1963,United Kingdom,2000-11-06
Artist_1964,Germany,1994-04-22
Artist_1965,France,1969-12-05
Artist_1966,France,1998-01-11
Artist_1967,Germany,1969-11-08
Artist_1968,France,1978-12-13
Artist_1969,France,1966-06-20
Artist_1970,Germany,2002-11-16
Artist_1971,Canada,1990-05-04
Artist_1972,France,1995-01-13
Artist_1973,Canada,1969-04-19
Artist_1974,Australia,1985-08-23
Artist_1975,Germany,1997-09-25
Artist_1976,United States,1991-06-23
Artist_1977,United States,1973-09-26
Artist_1978,Germany,1971-06-12
Artist_1979,United Kingdom,1965-05-11
Artist_1980,Canada,1990-12-14
Artist_1981,United States,1997-09-24
Artist_1982,Germany,1991-05-10
Artist_1983,Australia,1999-12-05
Artist_1984,France,1978-04-20
Artist_1985,United Kingdom,2003-01-09
Artist_1986,United Kingdom,1980-09-14
Artist_1987,France,2003-12-07
Artist_1988,France,1974-07-05
Artist_1989,Germany,1992-11-25
Artist_1990,United Kingdom,1967-02-05
Artist_1991,France,1988-05-20
Artist_1992,Australia,1969-09-06
Artist_1993,France,1977-04-08
Artist_1994,Germany,1967-07-14
Artist_1995,Germany,1971-02-28
Artist_1996,Australia,1971-12-13
Artist_1997,Canada,1972-09-05
Artist_1998,France,1983-12-22
Artist_1999,Australia,1980-02-24
Artist_2000,United States,1984-03-29
Artist_2001,Australia,1983-05-27
Artist_2002,Australia,1993-04-10
Artist_2003,Canada,1986-11-06
Artist_2004,United States,1968-11-14
Artist_2005,Australia,1985-04-22
Artist_2006,France,2000-09-18
Artist_2007,United Kingdom,1972-04-22
Artist_2008,Canada,1969-12-17
Artist_2009,Canada,1983-02-16
Artist_2010,Canada,1998-01-10
Artist_2011,Australia,2004-07-17
Artist_2012,Canada,1983-07-17
Artist_2013,Canada,1983-06-13
Artist_2014,United Kingdom,1994-06-25
Artist_2015,France,1966-01-22
Artist_2016,Germany,1998-05-23
Artist_2017,Australia,1979-03-12
Artist_2018,Canada,1998-05-27
Artist_2019,Canada,1981-07-07
Artist_2020,United States,1979-08-03
Artist_2021,United Kingdom,1994-12-08
Artist_2022,France,1986-03-05
Artist_2023,Australia,1980-05-19
Artist_2024,Canada,1983-09-12
Artist_2025,France,1969-12-07
Artist_2026,United States,1996-06-19
Artist_2027,United Kingdom,1988-06-06
Artist_2028,France,1991-06-12
Artist_2029,Germany,1989-03-14
Artist_2030,Australia,1994-08-15
Artist_2031,France,1993-06-29
Artist_2032,France,1975-03-27
Artist_2033,France,1981-02-27
Artist_2034,France,2003-10-07
Artist_2035,United States,1990-08-22
Artist_2036,United States,2003-10-18
Artist_2037,Australia,1978-11-13
Artist_2038,Canada,1982-02-05
Artist_2039,Germany,1997-03-16
Artist_2040,Australia,1978-08-08
Artist_2041,United States,1998-01-24
Artist_2042,United Kingdom,1974-04-12
Artist_2043,France,1985-06-04
Artist_2044,Australia,1996-07-30
Artist_2045,United States,1990-02-04
Artist_2046,Germany,1975-01-06
Artist_2047,United Kingdom,1991-02-17
Artist_2048,France,1965-09-01
Artist_2049,Australia,1988-02-11
Artist_2050,Canada,1977-02-17
Artist_2051,United Kingdom,1991-10-11
Artist_2052,France,1978-11-28
Artist_2053,Australia,2001-06-17
Artist_2054,France,1987-07-05
Artist_2055,Germany,1988-01-27
Artist_2056,Australia,1976-11-30
Artist_2057,France,1969-11-13
Artist_2058,United Kingdom,2003-02-17
Artist_2059,Germany,1982-01-04
Artist_2060,Germany,1998-11-06
Artist_2061,United Kingdom,1973-07-13
Artist_2062,United Kingdom,1984-06-11
Artist_2063,Australia,1970-10-18
Artist_2064,France,1976-08-10
Artist_2065,Germany,1966-06-16
Artist_2066,Australia,1978-10-21
Artist_2067,United States,1976-08-25
Artist_2068,Canada,1985-01-02
Artist_2069,France,2000-01-15
Artist_2070,Canada,1970-07-26
Artist_2071,Canada,1984-11-19
Artist_2072,Australia,1999-01-20
Artist_2073,Germany,1987-12-14
Artist_2074,France,1983-10-02
Artist_2075,United States,1979-04-12
Artist_2076,United Kingdom,1975-06-01
Artist_2077,United Kingdom,1976-11-26
Artist_2078,United States,1983-05-04
Artist_2079,France,1976-07-27
Artist_2080,Canada,1983-01-16
Artist_2081,Germany,1985-04-03
Artist_2082,Germany,1983-02-28
Artist_2083,Australia,1982-10-19
Artist_2084,Germany,1973-03-04
Artist_2085,United Kingdom,1985-08-28
Artist_2086,France,1999-07-15
Artist_2087,United Kingdom,2000-12-20
Artist_2088,Canada,1988-09-29
Artist_2089,Germany,2004-09-20
Artist_2090,Canada,1993-12-31
Artist_2091,France,1976-01-30
Artist_2092,Germany,1967-06-08
Artist_2093,Australia,1966-06-12
Artist_2094,Germany,1986-09-22
Artist_2095,Germany,1967-06-22
Artist_2096,Germany,1976-03-13
Artist_2097,United States,2003-04-08
Artist_2098,Australia,2003-02-10
Artist_2099,United States,2003-04-01
Artist_2100,Australia,1967-09-23
Artist_2101,France,1985-11-14
Artist_2102,Germany,1981-11-03
Artist_2103,France,1971-03-17
Artist_2104,Germany,1973-01-23
Artist_2105,France,1970-05-21
Artist_2106,France,1997-02-04
Artist_2107,Australia,1981-03-30
Artist_2108,Canada,1967-02-16
Artist_2109,United States,1971-12-12
Artist_2110,Canada,1978-01-10
Artist_2111,Germany,2002-11-16
Artist_2112,United States,1987-03-03
Artist_2113,France,1971-04-21
Artist_2114,France,1995-06-08
Artist_2115,United States,1999-01-30
Artist_2116,Canada,1976-04-07
Artist_2117,Australia,2000-04-12
Artist_2118,Australia,1986-10-01
Artist_2119,Australia,1966-10-14
Artist_2120,United States,1987-01-01
Artist_2121,United Kingdom,1991-12-01
Artist_2122,United States,1977-12-28
Artist_2123,Canada,1991-05-07
Artist_2124,United Kingdom,1993-05-26
Artist_2125,Australia,1966-09-01
Artist_2126,Canada,1985-01-19
Artist_2127,Canada,1996-09-16
Artist_2128,Australia,1991-02-15
Artist_2129,Canada,1979-01-18
Artist_2130,Australia,1974-05-04
Artist_2131,France,1973-09-23
Artist_2132,Canada,2004-09-10
Artist_2133,Canada,1972-02-02
Artist_2134,United States,1973-09-23
Artist_2135,Germany,1996-11-02
Artist_2136,United States,2001-08-04
Artist_2137,United Kingdom,1975-09-23
Artist_2138,Australia,1972-02-08
Artist_2139,Canada,1966-10-16
Artist_2140,France,1999-10-19
Artist_2141,Australia,2001-01-18
Artist_2142,Germany,1978-05-23
Artist_2143,France,1965-09-10
Artist_2144,France,1987-11-21
Artist_2145,Canada,1973-05-28
Artist_2146,France,1986-12-12
Artist_2147,United States,1977-07-29
Artist_2148,France,1992-07-18
Artist_2149,United Kingdom,2002-01-29
Artist_2150,Australia,1965-08-27
Artist_2151,Canada,1978-07-11
Artist_2152,France,1996-04-13
Artist_2153,Canada,1991-12-03
Artist_2154,Australia,1991-08-31
Artist_2155,France,1999-08-04
Artist_2156,United States,1983-07-17
Artist_2157,France,1978-11-29
Artist_2158,United States,1979-08-08
Artist_2159,Australia,1986-03-26
Artist_2160,Germany,1978-06-28
Artist_2161,United Kingdom,1978-10-18
Artist_2162,Australia,1980-09-21
Artist_2163,United States,1998-01-09
Artist_2164,Australia,1968-12-03
Artist_2165,Australia,1994-11-01
Artist_2166,Australia,1981-07-26
